Age_group,Attrition,BusinessTravel,DailyRate,Department,Distance_group,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18-30,0,Non-Travel,210,Sales,Near-by,Technical Training,Marketing,Satisfied,Male,73,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,6349,22107,0,Y,Yes,13,Low,Very satisfied,80,Level 2,1-10,0,Good,1-10,4,1,4
46-60,0,Travel_Frequently,928,Research & Development,Very far,Masters degree,Life Sciences,Very satisfied,Female,31,Satisfied,Junior or Associate,Research Scientist,Satisfied,Single,4869,16885,3,Y,No,12,Low,Very satisfied,80,Level 1,21-30,4,Average,1-10,3,0,3
31-45,0,Travel_Rarely,1001,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,43,Satisfied,Mid level Specialist,Healthcare Representative,Very dissatisfied,Married,9985,9262,8,Y,No,16,Low,Very dissatisfied,80,Level 2,11-20,1,Average,1-10,0,0,0
31-45,0,Travel_Rarely,549,Research & Development,Near-by,Masters degree,Other,Very satisfied,Male,75,Satisfied,Junior or Associate,Research Scientist,Very satisfied,Married,3697,9278,9,Y,No,14,Low,Very dissatisfied,80,Level 3,11-20,3,Good,11-20,9,9,8
31-45,0,Travel_Rarely,1124,Sales,Near-by,College,Medical,Dissatisfied,Male,57,Very dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Married,7457,13273,2,Y,Yes,22,High,Satisfied,80,Level 4,1-10,2,Average,1-10,3,0,2
18-30,1,Travel_Rarely,318,Research & Development,Near-by,Masters degree,Other,Dissatisfied,Male,77,Very dissatisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,2119,4759,1,Y,Yes,11,Low,Very satisfied,80,Level 1,1-10,4,Average,1-10,7,0,7
18-30,0,Travel_Rarely,738,Research & Development,Near-by,Doctorate degree,Other,Dissatisfied,Male,30,Dissatisfied,Entry level,Laboratory Technician,Very satisfied,Single,3983,7621,0,Y,No,17,Low,Satisfied,80,Level 1,1-10,2,Good,1-10,2,2,2
18-30,0,Travel_Rarely,570,Sales,Near-by,Bachelors degree,Marketing,Very satisfied,Female,30,Dissatisfied,Junior or Associate,Sales Executive,Satisfied,Divorced,6118,5431,1,Y,No,13,Low,Satisfied,80,Level 4,11-20,2,Good,11-20,9,1,2
18-30,0,Travel_Rarely,1130,Sales,Near-by,Masters degree,Marketing,Dissatisfied,Female,56,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,6214,3415,1,Y,No,18,Low,Very dissatisfied,80,Level 2,1-10,3,Good,1-10,7,0,7
31-45,0,Travel_Rarely,1192,Research & Development,Near-by,College,Medical,Very satisfied,Male,61,Satisfied,Junior or Associate,Manufacturing Director,Very satisfied,Divorced,6347,23177,7,Y,No,16,Low,Satisfied,80,Level 3,1-10,2,Average,1-10,2,0,4
31-45,0,Travel_Rarely,343,Research & Development,Far,College,Life Sciences,Satisfied,Male,92,Dissatisfied,Mid level Specialist,Research Director,Very satisfied,Divorced,11510,15682,0,Y,Yes,14,Low,Dissatisfied,80,Level 2,11-20,3,Good,11-20,10,2,9
31-45,0,Travel_Rarely,1232,Research & Development,Near-by,Masters degree,Medical,Satisfied,Female,39,Satisfied,Mid level Specialist,Manufacturing Director,Very satisfied,Single,7143,25713,1,Y,Yes,14,Low,Satisfied,80,Level 1,11-20,2,Average,11-20,9,4,10
18-30,0,Travel_Rarely,144,Sales,Far,Technical Training,Marketing,Very satisfied,Female,39,Dissatisfied,Junior or Associate,Sales Executive,Dissatisfied,Divorced,8268,11866,1,Y,Yes,14,Low,Very dissatisfied,80,Level 3,1-10,2,Good,1-10,7,1,7
31-45,0,Travel_Rarely,1296,Research & Development,Near-by,Masters degree,Technical Degree,Satisfied,Male,62,Satisfied,Mid level Specialist,Manufacturing Director,Dissatisfied,Single,8095,18264,0,Y,No,13,Low,Very satisfied,80,Level 1,11-20,5,Good,11-20,6,0,13
18-30,0,Travel_Rarely,1309,Research & Development,Very far,Technical Training,Life Sciences,Satisfied,Male,83,Satisfied,Entry level,Research Scientist,Very satisfied,Divorced,2904,16092,1,Y,No,12,Low,Satisfied,80,Level 3,1-10,2,Average,1-10,2,0,2
31-45,0,Travel_Rarely,483,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Male,95,Dissatisfied,Junior or Associate,Manufacturing Director,Dissatisfied,Single,6032,10110,6,Y,Yes,15,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,4,1,2
46-60,0,Travel_Frequently,1309,Sales,Near-by,Technical Training,Medical,Dissatisfied,Male,99,Satisfied,Junior or Associate,Sales Representative,Satisfied,Single,2976,25751,3,Y,No,19,Low,Very dissatisfied,80,Level 1,1-10,3,Good,1-10,0,0,0
31-45,0,Travel_Rarely,810,Research & Development,Very far,Doctorate degree,Life Sciences,Very dissatisfied,Female,44,Satisfied,Senior,Research Director,Very satisfied,Single,15992,15901,2,Y,No,14,Low,Dissatisfied,80,Level 1,11-20,2,Good,1-10,0,0,0
18-30,0,Non-Travel,746,Sales,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,61,Satisfied,Junior or Associate,Sales Executive,Satisfied,Married,4649,16928,1,Y,No,14,Low,Very dissatisfied,80,Level 2,1-10,3,Average,1-10,3,0,2
31-45,0,Travel_Rarely,544,Human Resources,Near-by,Technical Training,Technical Degree,Satisfied,Male,52,Satisfied,Entry level,Human Resources,Satisfied,Divorced,2696,24017,0,Y,Yes,11,Low,Satisfied,80,Level 2,1-10,5,Good,1-10,2,1,0
31-45,0,Travel_Rarely,1062,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Female,75,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Married,2370,3956,1,Y,No,13,Low,Satisfied,80,Level 2,1-10,4,Good,1-10,0,0,7
46-60,0,Travel_Rarely,530,Sales,Very far,Technical Training,Medical,Very dissatisfied,Female,91,Satisfied,Mid level Specialist,Manager,Satisfied,Married,12504,23978,3,Y,No,21,High,Dissatisfied,80,Level 2,11-20,3,Bad,1-10,0,0,0
31-45,0,Travel_Rarely,1319,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Male,51,Very satisfied,Junior or Associate,Research Scientist,Very dissatisfied,Divorced,5974,17001,4,Y,Yes,13,Low,Very dissatisfied,80,Level 3,11-20,2,Good,1-10,7,6,7
18-30,0,Non-Travel,641,Sales,Very far,College,Technical Degree,Very satisfied,Female,85,Satisfied,Junior or Associate,Sales Executive,Satisfied,Married,4736,6069,7,Y,Yes,12,Low,Dissatisfied,80,Level 2,1-10,2,Excellent,1-10,2,2,2
18-30,0,Travel_Rarely,933,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,57,Satisfied,Junior or Associate,Sales Executive,Satisfied,Married,5296,20156,1,Y,No,17,Low,Dissatisfied,80,Level 2,1-10,3,Good,1-10,7,7,7
31-45,0,Travel_Rarely,1332,Research & Development,Near-by,Masters degree,Other,Very dissatisfied,Male,98,Dissatisfied,Junior or Associate,Healthcare Representative,Very satisfied,Single,6781,17078,3,Y,No,23,High,Dissatisfied,80,Level 1,11-20,6,Good,1-10,0,0,0
18-30,1,Travel_Frequently,756,Sales,Near-by,Technical Training,Technical Degree,Very dissatisfied,Female,99,Dissatisfied,Entry level,Sales Representative,Dissatisfied,Single,2174,9150,1,Y,Yes,11,Low,Satisfied,80,Level 1,1-10,3,Good,1-10,2,1,2
31-45,0,Non-Travel,845,Sales,Near-by,Doctorate degree,Medical,Very satisfied,Female,45,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Single,6653,15276,4,Y,No,15,Low,Dissatisfied,80,Level 1,1-10,6,Good,1-10,0,0,0
31-45,0,Travel_Frequently,541,Sales,Near-by,Masters degree,Medical,Very dissatisfied,Male,48,Dissatisfied,Mid level Specialist,Sales Executive,Very satisfied,Married,9699,7246,4,Y,No,11,Low,Very dissatisfied,80,Level 2,11-20,2,Good,11-20,9,1,12
46-60,0,Travel_Rarely,593,Research & Development,Near-by,Masters degree,Medical,Very satisfied,Male,88,Satisfied,Junior or Associate,Healthcare Representative,Satisfied,Married,6755,2967,2,Y,No,11,Low,Satisfied,80,Level 1,11-20,2,Good,1-10,2,1,2
31-45,0,Travel_Rarely,1171,Research & Development,Far,Masters degree,Life Sciences,Very satisfied,Female,46,Very satisfied,Entry level,Laboratory Technician,Satisfied,Married,2213,22495,3,Y,Yes,13,Low,Satisfied,80,Level 2,11-20,3,Good,1-10,7,1,7
18-30,0,Non-Travel,895,Sales,Near-by,College,Medical,Very dissatisfied,Male,39,Satisfied,Entry level,Sales Representative,Very satisfied,Single,2610,2851,1,Y,No,24,High,Satisfied,80,Level 1,1-10,3,Average,1-10,2,2,2
31-45,1,Travel_Rarely,350,Sales,Near-by,Bachelors degree,Marketing,Very satisfied,Female,34,Satisfied,Entry level,Sales Representative,Satisfied,Single,2851,9150,1,Y,Yes,13,Low,Dissatisfied,80,Level 1,1-10,2,Good,1-10,0,0,0
31-45,0,Travel_Rarely,921,Research & Development,Far,Bachelors degree,Medical,Satisfied,Female,98,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,3452,17663,6,Y,No,20,High,Dissatisfied,80,Level 2,11-20,3,Good,1-10,4,0,3
46-60,0,Non-Travel,1144,Research & Development,Near-by,Masters degree,Medical,Satisfied,Female,30,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,5258,16044,2,Y,No,14,Low,Satisfied,80,Level 1,1-10,2,Excellent,1-10,0,0,0
31-45,1,Travel_Frequently,143,Sales,Near-by,Bachelors degree,Marketing,Very dissatisfied,Male,56,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Single,9355,9558,1,Y,No,18,Low,Satisfied,80,Level 1,1-10,5,Good,1-10,7,7,7
46-60,0,Travel_Rarely,1046,Research & Development,Far,Bachelors degree,Technical Degree,Very satisfied,Male,100,Dissatisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Single,10496,2755,6,Y,No,15,Low,Very satisfied,80,Level 1,21-30,2,Good,1-10,3,1,3
31-45,1,Travel_Rarely,575,Sales,Very far,College,Marketing,Satisfied,Male,68,Dissatisfied,Junior or Associate,Sales Executive,Satisfied,Married,6380,6110,2,Y,Yes,12,Low,Very dissatisfied,80,Level 3,1-10,6,Good,1-10,4,1,0
31-45,0,Travel_Rarely,408,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Male,42,Dissatisfied,Entry level,Research Scientist,Dissatisfied,Single,2657,7551,0,Y,Yes,16,Low,Very satisfied,80,Level 1,1-10,5,Good,1-10,2,2,2
18-30,1,Travel_Rarely,156,Sales,Far,Bachelors degree,Life Sciences,Satisfied,Female,90,Very satisfied,Entry level,Sales Representative,Dissatisfied,Single,2716,25422,1,Y,No,15,Low,Very satisfied,80,Level 1,1-10,0,Good,1-10,0,0,0
18-30,0,Travel_Rarely,1283,Research & Development,Very far,Bachelors degree,Life Sciences,Very satisfied,Male,54,Satisfied,Entry level,Research Scientist,Very satisfied,Single,2201,18168,9,Y,No,16,Low,Very satisfied,80,Level 1,1-10,4,Good,1-10,2,1,2
31-45,0,Travel_Rarely,755,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Male,97,Dissatisfied,Junior or Associate,Healthcare Representative,Dissatisfied,Single,6540,19394,9,Y,No,19,Low,Satisfied,80,Level 1,11-20,5,Good,1-10,1,0,0
18-30,0,Travel_Rarely,1469,Research & Development,Near-by,College,Medical,Very satisfied,Male,82,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Divorced,3816,17881,1,Y,No,11,Low,Dissatisfied,80,Level 2,1-10,2,Good,1-10,2,0,4
18-30,0,Travel_Rarely,304,Sales,Near-by,Masters degree,Life Sciences,Dissatisfied,Male,92,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Single,5253,20750,1,Y,No,16,Low,Very satisfied,80,Level 1,1-10,1,Good,1-10,5,0,7
46-60,0,Travel_Rarely,1261,Research & Development,Near-by,Bachelors degree,Other,Dissatisfied,Male,31,Dissatisfied,Mid level Specialist,Healthcare Representative,Satisfied,Single,10965,12066,8,Y,No,24,High,Satisfied,80,Level 1,21-30,2,Good,1-10,2,0,0
46-60,0,Travel_Rarely,1178,Sales,Far,College,Life Sciences,Satisfied,Female,87,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Married,4936,14862,4,Y,No,11,Low,Satisfied,80,Level 2,11-20,2,Average,1-10,7,0,7
31-45,0,Travel_Rarely,329,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Female,96,Satisfied,Entry level,Research Scientist,Satisfied,Married,2543,11868,4,Y,No,13,Low,Dissatisfied,80,Level 2,1-10,3,Good,1-10,2,2,2
31-45,1,Non-Travel,1362,Sales,Far,Bachelors degree,Marketing,Very dissatisfied,Male,67,Very satisfied,Junior or Associate,Sales Executive,Very satisfied,Single,5304,4652,8,Y,Yes,13,Low,Dissatisfied,80,Level 1,1-10,3,Average,1-10,2,0,4
46-60,0,Travel_Rarely,1311,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,97,Satisfied,Senior,Manager,Very satisfied,Single,16659,23258,2,Y,Yes,13,Low,Satisfied,80,Level 1,31-40,2,Good,1-10,4,1,2
18-30,0,Travel_Rarely,1371,Sales,Far,Masters degree,Marketing,Very satisfied,Female,77,Satisfied,Junior or Associate,Sales Executive,Satisfied,Divorced,4260,5915,1,Y,Yes,12,Low,Very satisfied,80,Level 2,1-10,2,Excellent,1-10,2,0,3
18-30,0,Travel_Rarely,202,Sales,Near-by,Technical Training,Technical Degree,Satisfied,Male,72,Satisfied,Entry level,Sales Representative,Dissatisfied,Married,2476,17434,1,Y,No,18,Low,Very dissatisfied,80,Level 2,1-10,3,Good,1-10,0,0,0
18-30,1,Travel_Frequently,575,Research & Development,Near-by,Technical Training,Technical Degree,Satisfied,Male,73,Satisfied,Entry level,Research Scientist,Very dissatisfied,Single,3102,6582,0,Y,No,22,High,Satisfied,80,Level 1,1-10,2,Good,1-10,4,0,4
18-30,0,Travel_Rarely,253,Research & Development,Far,Bachelors degree,Medical,Very dissatisfied,Female,43,Satisfied,Entry level,Research Scientist,Dissatisfied,Married,2244,24440,1,Y,No,13,Low,Very satisfied,80,Level 2,1-10,1,Good,1-10,1,1,2
31-45,0,Travel_Rarely,164,Sales,Near-by,College,Medical,Dissatisfied,Male,61,Dissatisfied,Mid level Specialist,Sales Executive,Satisfied,Married,7596,3809,1,Y,No,13,Low,Dissatisfied,80,Level 3,11-20,2,Good,11-20,9,9,0
18-30,1,Travel_Frequently,464,Research & Development,Near-by,Bachelors degree,Technical Degree,Satisfied,Male,40,Satisfied,Entry level,Research Scientist,Very satisfied,Single,2285,3427,9,Y,Yes,23,High,Satisfied,80,Level 1,1-10,4,Good,1-10,0,0,0
31-45,0,Travel_Rarely,1107,Research & Development,Far,Bachelors degree,Life Sciences,Very satisfied,Female,95,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Divorced,3034,26914,1,Y,No,12,Low,Satisfied,80,Level 2,11-20,2,Average,11-20,7,12,17
31-45,0,Travel_Rarely,759,Sales,Near-by,College,Marketing,Very satisfied,Female,46,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Divorced,5715,22553,7,Y,No,12,Low,Satisfied,80,Level 3,1-10,5,Good,1-10,4,1,3
31-45,0,Travel_Rarely,201,Research & Development,Near-by,Masters degree,Life Sciences,Dissatisfied,Female,95,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Divorced,2576,20490,3,Y,No,16,Low,Dissatisfied,80,Level 2,1-10,5,Good,1-10,2,1,2
31-45,0,Travel_Rarely,1305,Research & Development,Far,Masters degree,Life Sciences,Satisfied,Male,49,Satisfied,Junior or Associate,Manufacturing Director,Dissatisfied,Single,4197,21123,2,Y,Yes,12,Low,Very satisfied,80,Level 1,11-20,2,Average,1-10,0,0,1
31-45,0,Travel_Rarely,982,Research & Development,Far,Bachelors degree,Life Sciences,Very dissatisfied,Male,59,Dissatisfied,Senior,Research Director,Dissatisfied,Divorced,14336,4345,1,Y,No,11,Low,Satisfied,80,Level 2,21-30,3,Good,21-30,10,3,9
31-45,0,Travel_Rarely,555,Research & Development,Near-by,Bachelors degree,Medical,Dissatisfied,Female,78,Dissatisfied,Junior or Associate,Laboratory Technician,Satisfied,Married,3448,13436,6,Y,No,22,High,Dissatisfied,80,Level 2,21-30,3,Good,1-10,0,0,0
46-60,0,Travel_Rarely,821,Research & Development,Near-by,College,Medical,Very dissatisfied,Male,86,Satisfied,Executive,Research Director,Very dissatisfied,Married,19406,8509,4,Y,No,11,Low,Satisfied,80,Level 2,21-30,4,Average,1-10,2,1,2
31-45,0,Non-Travel,1381,Sales,Near-by,Masters degree,Marketing,Satisfied,Female,72,Satisfied,Junior or Associate,Sales Executive,Satisfied,Married,6538,12740,9,Y,No,15,Low,Very dissatisfied,80,Level 2,1-10,3,Good,1-10,2,1,2
31-45,0,Travel_Rarely,480,Research & Development,Near-by,College,Medical,Dissatisfied,Female,31,Satisfied,Junior or Associate,Manufacturing Director,Very dissatisfied,Married,4306,4156,1,Y,No,12,Low,Dissatisfied,80,Level 2,11-20,5,Bad,11-20,10,3,12
31-45,0,Travel_Frequently,313,Research & Development,Very far,Bachelors degree,Medical,Very satisfied,Male,61,Satisfied,Entry level,Laboratory Technician,Very satisfied,Married,2258,15238,7,Y,No,20,High,Very dissatisfied,80,Level 2,1-10,1,Good,1-10,2,1,2
31-45,0,Travel_Rarely,1473,Research & Development,Near-by,Masters degree,Other,Satisfied,Female,74,Satisfied,Junior or Associate,Healthcare Representative,Satisfied,Divorced,4522,2227,4,Y,Yes,14,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,2,0,2
18-30,0,Travel_Rarely,891,Sales,Near-by,College,Life Sciences,Dissatisfied,Female,99,Dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Single,4487,12090,1,Y,Yes,11,Low,Dissatisfied,80,Level 1,1-10,3,Good,1-10,4,1,3
31-45,0,Non-Travel,1063,Research & Development,Very far,Doctorate degree,Medical,Dissatisfied,Female,72,Satisfied,Junior or Associate,Research Scientist,Satisfied,Married,4449,23866,3,Y,Yes,15,Low,Very dissatisfied,80,Level 3,11-20,2,Good,11-20,11,10,7
31-45,0,Travel_Rarely,329,Research & Development,Near-by,College,Life Sciences,Very satisfied,Male,98,Dissatisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,2218,16193,1,Y,No,12,Low,Satisfied,80,Level 2,1-10,3,Good,1-10,2,3,2
31-45,0,Travel_Frequently,1218,Research & Development,Near-by,Technical Training,Life Sciences,Dissatisfied,Male,52,Satisfied,Executive,Manager,Satisfied,Divorced,19197,8213,1,Y,Yes,14,Low,Satisfied,80,Level 2,21-30,3,Good,21-30,8,1,6
46-60,0,Travel_Frequently,906,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,86,Very satisfied,Senior,Sales Executive,Very dissatisfied,Married,13212,18256,9,Y,No,11,Low,Very satisfied,80,Level 4,31-40,0,Average,1-10,7,7,7
18-30,0,Travel_Rarely,1082,Sales,Far,Bachelors degree,Technical Degree,Dissatisfied,Female,83,Satisfied,Junior or Associate,Sales Executive,Satisfied,Single,6577,19558,0,Y,No,11,Low,Dissatisfied,80,Level 1,1-10,6,Good,1-10,4,4,4
31-45,0,Travel_Rarely,645,Sales,Near-by,Bachelors degree,Marketing,Dissatisfied,Male,49,Very satisfied,Mid level Specialist,Sales Executive,Very dissatisfied,Married,8392,19566,1,Y,No,16,Low,Satisfied,80,Level 2,11-20,2,Good,11-20,7,0,7
18-30,0,Travel_Rarely,1300,Research & Development,Far,College,Medical,Satisfied,Male,79,Satisfied,Junior or Associate,Laboratory Technician,Very dissatisfied,Divorced,4558,13535,1,Y,No,12,Low,Very satisfied,80,Level 2,11-20,2,Good,11-20,0,1,8
18-30,1,Travel_Rarely,688,Research & Development,Near-by,Bachelors degree,Medical,Very dissatisfied,Male,91,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,4031,9396,5,Y,No,13,Low,Satisfied,80,Level 2,1-10,5,Good,1-10,2,0,2
46-60,0,Travel_Rarely,319,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Male,39,Dissatisfied,Mid level Specialist,Manufacturing Director,Satisfied,Married,7969,19609,2,Y,Yes,14,Low,Satisfied,80,Level 1,21-30,4,Good,1-10,4,0,4
31-45,0,Travel_Rarely,192,Research & Development,Far,College,Life Sciences,Very dissatisfied,Male,69,Satisfied,Entry level,Research Scientist,Very satisfied,Married,2654,9655,3,Y,No,21,High,Very satisfied,80,Level 3,1-10,3,Average,1-10,2,0,2
46-60,0,Travel_Rarely,1490,Research & Development,Near-by,College,Life Sciences,Very satisfied,Female,30,Satisfied,Senior,Manager,Very satisfied,Married,16555,10310,2,Y,No,13,Low,Very satisfied,80,Level 1,31-40,2,Bad,1-10,2,1,4
31-45,0,Travel_Frequently,532,Research & Development,Very far,College,Life Sciences,Very dissatisfied,Female,92,Satisfied,Junior or Associate,Research Scientist,Satisfied,Divorced,4556,12932,2,Y,No,11,Low,Dissatisfied,80,Level 2,11-20,3,Good,1-10,4,0,2
18-30,0,Travel_Rarely,317,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,43,Very dissatisfied,Junior or Associate,Manufacturing Director,Very satisfied,Single,6091,24793,2,Y,No,20,High,Satisfied,80,Level 1,11-20,2,Good,1-10,4,0,2
46-60,0,Travel_Rarely,422,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Female,41,Satisfied,Executive,Manager,Very dissatisfied,Married,19566,3854,5,Y,No,11,Low,Very satisfied,80,Level 1,31-40,5,Bad,21-30,8,11,10
46-60,0,Travel_Rarely,1485,Research & Development,Far,Bachelors degree,Medical,Satisfied,Female,87,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Divorced,4810,26314,2,Y,No,14,Low,Satisfied,80,Level 2,11-20,5,Average,11-20,7,0,8
31-45,0,Travel_Frequently,1368,Research & Development,Very far,Masters degree,Technical Degree,Very satisfied,Female,88,Dissatisfied,Junior or Associate,Healthcare Representative,Very satisfied,Married,4523,4386,0,Y,No,11,Low,Very satisfied,80,Level 4,1-10,4,Excellent,1-10,5,0,4
18-30,1,Travel_Rarely,1448,Sales,Near-by,Technical Training,Technical Degree,Very dissatisfied,Female,62,Satisfied,Entry level,Sales Representative,Dissatisfied,Single,3202,21972,1,Y,Yes,16,Low,Dissatisfied,80,Level 1,1-10,4,Good,1-10,3,1,4
